variant	canon	group	genus	family	category	founder_crop	edibility	grass_type	legume_type	wood
Rumex acetosella L.	Rumex acetocella	Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)	Rumex	Polygonaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Rumex conglomeratus type	Rumex conglomeratus	Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)	Rumex	Polygonaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Rumex crispus type	Rumex crispus	Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)	Rumex	Polygonaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Rumex dentatus L.	Rumex dentatus	Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)	Rumex	Polygonaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Rumex maritimus type	Rumex maritimus	Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)	Rumex	Polygonaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Rumex pulcher	Rumex pulcher	Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)	Rumex	Polygonaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Rumex pulcher L.	Rumex pulcher	Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)	Rumex	Polygonaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Rumex pulcher type	Rumex pulcher	Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)	Rumex	Polygonaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Rumex simpliciflorus	Rumex simpliciflorus	Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)	Rumex	Polygonaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
cf. Rumex sp.	Rumex sp.	Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)	Rumex	Polygonaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Rumex	Rumex sp.	Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)	Rumex	Polygonaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Rumex sp.	Rumex sp.	Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)	Rumex	Polygonaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Emex spinosus L.	Rumex spinosus	Rumex spp. (incl. acetocella, conglomeratus, crispus, dentatus, maritimus, pulcher, simpliciflorus, spinosus)	Rumex	Polygonaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Ruppia cirrhosa/maritima	Ruppia sp.	Ruppia sp.	Ruppia	Ruppiaceae	Wild plants	NA		NA	NA	NA
Salsola inermis Forssk.	Salsola inermis	Salsola spp. (incl. inermis, kali, volkensii)	Salsola	Amaranthaceae	Wild plants	NA	leaves, stems	NA	NA	NA
Salsola kali	Salsola kali	Salsola spp. (incl. inermis, kali, volkensii)	Salsola	Amaranthaceae	Wild plants	NA	leaves, stems	NA	NA	NA
Salsola	Salsola sp.	Salsola spp. (incl. inermis, kali, volkensii)	Salsola	Amaranthaceae	Wild plants	NA	leaves, stems	NA	NA	NA
Salsola volkensii	Salsola volkensii	Salsola spp. (incl. inermis, kali, volkensii)	Salsola	Amaranthaceae	Wild plants	NA	leaves, stems	NA	NA	NA
Salvia cryptantha	Salvia cryptantha	Salvia cryptantha	Salvia	Lamiaceae	Wild plants	NA		NA	NA	NA
Sambucus ebulus L.	Sambucus ebulus	Sambucus ebulus	Sambucus	Adoxaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Saponaria	Saponaria sp.	Saponaria sp.	Saponaria	Caryophillaceae	Wild plants	NA		NA	NA	NA
Sarcopoterium spinosum (L.) Spach	Sarcopoterium spinosum	Sarcopoterium spinosum	Sarcopoterium	Rosaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Schoenoplectus litoralis (Schrader) Palla	Schoenoplectus litoralis	Schoenoplectus spp. (incl. litoralis, triquetius)	Schoenoplectus	Cyperaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Schoenoplectus	Schoenoplectus sp.	Schoenoplectus spp. (incl. litoralis, triquetius)	Schoenoplectus	Cyperaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Schoenoplectus sp.	Schoenoplectus sp.	Schoenoplectus spp. (incl. litoralis, triquetius)	Schoenoplectus	Cyperaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Schoenoplectus triquetius	Schoenoplectus triquetius	Schoenoplectus spp. (incl. litoralis, triquetius)	Schoenoplectus	Cyperaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Schoenus nigricans L.	Schoenus nigricans	Schoenus nigricans	Schoenus	Cyperaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Scirpus lacustris	Scirpus lacustris	Scirpus lacustris	Scirpus	Cyperaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Scirpus setaceus L.	Scirpus setaceus	Scirpus spp. (incl. setaceus, tabernaemontani)	Scirpus	Cyperaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Scirpus sp.	Scirpus sp.	Scirpus spp. (incl. setaceus, tabernaemontani)	Scirpus	Cyperaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Scirpus tabernaemontani	Scirpus tabernaemontani	Scirpus spp. (incl. setaceus, tabernaemontani)	Scirpus	Cyperaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Scleranthus	Scleranthus sp.	Scleranthus sp.	Scleranthus	Caryophillaceae	Wild plants	NA		NA	NA	NA
Scleranthus sp.	Scleranthus sp.	Scleranthus sp.	Scleranthus	Caryophillaceae	Wild plants	NA		NA	NA	NA
Scorpiurus muricatus	Scorpiurus muricatus	Scorpiurus spp. (incl. muricatus)	Scorpiurus	Fabaceae	Pulses	NA		NA	Small-seeded	NA
Scorpiurus muricatus L.	Scorpiurus muricatus	Scorpiurus spp. (incl. muricatus)	Scorpiurus	Fabaceae	Pulses	NA		NA	Small-seeded	NA
Scorpiurus	Scorpiurus sp.	Scorpiurus spp. (incl. muricatus)	Scorpiurus	Fabaceae	Pulses	NA		NA	Small-seeded	NA
Scorpiurus sp.	Scorpiurus sp.	Scorpiurus spp. (incl. muricatus)	Scorpiurus	Fabaceae	Pulses	NA		NA	Small-seeded	NA
Scrophularia	Scrophularia sp.	Scrophularia sp.	Scrophularia	Scrophulariaceae	Wild plants	NA		NA	NA	NA
Secale cereale	Secale cereale	Secale spp. (incl. cereale, montanum)	Secale	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Secale cereale grains	Secale cereale	Secale spp. (incl. cereale, montanum)	Secale	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Secale cereale rachis	Secale cereale	Secale spp. (incl. cereale, montanum)	Secale	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Secale cereale ssp. Segetale	Secale cereale	Secale spp. (incl. cereale, montanum)	Secale	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Secale cereale ssp.vavilovii	Secale cereale	Secale spp. (incl. cereale, montanum)	Secale	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Secale montanum	Secale montanum	Secale spp. (incl. cereale, montanum)	Secale	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Secale	Secale sp.	Secale spp. (incl. cereale, montanum)	Secale	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Secale montanum/cereale var vavilovii	Secale sp.	Secale spp. (incl. cereale, montanum)	Secale	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Secale montanum/cereale var vavilovii/Hordeum	Secale sp.	Secale spp. (incl. cereale, montanum)	Secale	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Secale sp.	Secale sp.	Secale spp. (incl. cereale, montanum)	Secale	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Secale spp.	Secale sp.	Secale spp. (incl. cereale, montanum)	Secale	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Senecio aegyptus	Senecio aegyptus	Senecio spp. (incl. aegyptus)	Senecio	Asteraceae	Wild plants	NA		NA	NA	NA
Senecio sp. L.	Senecio sp.	Senecio spp. (incl. aegyptus)	Senecio	Asteraceae	Wild plants	NA		NA	NA	NA
Setaria	Setaria sp.	Setaria spp. (incl. verticillata, viridis)	Setaria	Poaceae	Grasses	NA	Edible seed/fruit	Small-seeded	NA	NA
Setaria sp.	Setaria sp.	Setaria spp. (incl. verticillata, viridis)	Setaria	Poaceae	Grasses	NA	Edible seed/fruit	Small-seeded	NA	NA
Setaria verticillata (L.) P. Beauv.	Setaria verticillata	Setaria spp. (incl. verticillata, viridis)	Setaria	Poaceae	Grasses	NA	Edible seed/fruit	Small-seeded	NA	NA
Setaria viridis type	Setaria viridis	Setaria spp. (incl. verticillata, viridis)	Setaria	Poaceae	Grasses	NA	Edible seed/fruit	Small-seeded	NA	NA
Sherardia arvensis	Sherardia arvensis	Sherardia spp. (incl. arvensis)	Sherardia	Rubiaceae	Wild plants	NA		NA	NA	NA
Sherardia arvensis L.	Sherardia arvensis	Sherardia spp. (incl. arvensis)	Sherardia	Rubiaceae	Wild plants	NA		NA	NA	NA
Sherardia	Sherardia sp.	Sherardia spp. (incl. arvensis)	Sherardia	Rubiaceae	Wild plants	NA		NA	NA	NA
Silene aegyptiaca	Silene aegyptiaca	Silene spp. (incl. aegyptiaca, arabica, colorata, dichotoma, gallica)	Silene	Caryophillaceae	Wild plants	NA		NA	NA	NA
Silene arabica	Silene arabica	Silene spp. (incl. aegyptiaca, arabica, colorata, dichotoma, gallica)	Silene	Caryophillaceae	Wild plants	NA		NA	NA	NA
Silene colorata	Silene colorata	Silene spp. (incl. aegyptiaca, arabica, colorata, dichotoma, gallica)	Silene	Caryophillaceae	Wild plants	NA		NA	NA	NA
Silene dichotoma	Silene dichotoma	Silene spp. (incl. aegyptiaca, arabica, colorata, dichotoma, gallica)	Silene	Caryophillaceae	Wild plants	NA		NA	NA	NA
Silene gallica L.	Silene gallica	Silene spp. (incl. aegyptiaca, arabica, colorata, dichotoma, gallica)	Silene	Caryophillaceae	Wild plants	NA		NA	NA	NA
Silene	Silene sp.	Silene spp. (incl. aegyptiaca, arabica, colorata, dichotoma, gallica)	Silene	Caryophillaceae	Wild plants	NA		NA	NA	NA
Silene sp.	Silene sp.	Silene spp. (incl. aegyptiaca, arabica, colorata, dichotoma, gallica)	Silene	Caryophillaceae	Wild plants	NA		NA	NA	NA
Silene type	Silene sp.	Silene spp. (incl. aegyptiaca, arabica, colorata, dichotoma, gallica)	Silene	Caryophillaceae	Wild plants	NA		NA	NA	NA
Silene type uncarbonized	Silene sp.	Silene spp. (incl. aegyptiaca, arabica, colorata, dichotoma, gallica)	Silene	Caryophillaceae	Wild plants	NA		NA	NA	NA
Sisymbrium irio	Sisymbrium irio	Sisymbrium spp. (incl. irio)	Sisymbrium	Brassicaceae	Wild plants	NA		NA	NA	NA
cf. Sisymbrium sp.	Sisymbrium sp.	Sisymbrium spp. (incl. irio)	Sisymbrium	Brassicaceae	Wild plants	NA		NA	NA	NA
Sisymbrium	Sisymbrium sp.	Sisymbrium spp. (incl. irio)	Sisymbrium	Brassicaceae	Wild plants	NA		NA	NA	NA
Solanum dulcamara	Solanum dulcamara	Solanum spp. (incl. dulcamara, nigrum)	Solanum	Solanaceae	Wild plants	NA		NA	NA	NA
Solanum nigrum	Solanum nigrum	Solanum spp. (incl. dulcamara, nigrum)	Solanum	Solanaceae	Wild plants	NA		NA	NA	NA
Solanum nigrum L.	Solanum nigrum	Solanum spp. (incl. dulcamara, nigrum)	Solanum	Solanaceae	Wild plants	NA		NA	NA	NA
Solanum nigrum L. uncarbonized	Solanum nigrum	Solanum spp. (incl. dulcamara, nigrum)	Solanum	Solanaceae	Wild plants	NA		NA	NA	NA
Solanum	Solanum sp.	Solanum spp. (incl. dulcamara, nigrum)	Solanum	Solanaceae	Wild plants	NA		NA	NA	NA
Solanum sp.	Solanum sp.	Solanum spp. (incl. dulcamara, nigrum)	Solanum	Solanaceae	Wild plants	NA		NA	NA	NA
Sonchus oleraceus L.	Sonchus oleraceus	Sonchus spp. (incl. oleraceus)	Sonchus	Asteraceae	Wild plants	NA		NA	NA	NA
Sonchus type	Sonchus sp.	Sonchus spp. (incl. oleraceus)	Sonchus	Asteraceae	Wild plants	NA		NA	NA	NA
Sophora	Sophora sp.	Sophora sp.	Sophora	Fabaceae	Pulses	NA		NA	Large/medium-seeded	NA
Sparganium sp.	Sparganium sp.	Sparganium sp.	Sparganium	Typhaceae	Wild plants	NA		NA	NA	NA
Spergularia arvensis	Spergularia arvensis	Spergularia spp. (incl. arvensis)	Spergularia	Caryophillaceae	Wild plants	NA		NA	NA	NA
Spergularia	Spergularia sp.	Spergularia spp. (incl. arvensis)	Spergularia	Caryophillaceae	Wild plants	NA		NA	NA	NA
Stachys	Stachys sp.	Stachys sp.	Stachys	Lamiaceae	Wild plants	NA		NA	NA	NA
Stachys type uncarbonized	Stachys sp.	Stachys sp.	Stachys	Lamiaceae	Wild plants	NA		NA	NA	NA
Stellaria sp.	Stellaria sp.	Stellaria sp.	Stellaria	Caryophyllaceae	Wild plants	NA		NA	NA	NA
Stipa capensis	Stipa capensis	Stipa spp. (incl. capensis, gigantea)	Stipa	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Stipa gigantea	Stipa gigantea	Stipa spp. (incl. capensis, gigantea)	Stipa	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
cf. Stipa sp.	Stipa sp.	Stipa spp. (incl. capensis, gigantea)	Stipa	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Stipa	Stipa sp.	Stipa spp. (incl. capensis, gigantea)	Stipa	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Stipa barbata/lagascae	Stipa sp.	Stipa spp. (incl. capensis, gigantea)	Stipa	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Stipa lagascae/hohenackeriana/barbata	Stipa sp.	Stipa spp. (incl. capensis, gigantea)	Stipa	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Stipa parviflora/capensis	Stipa sp.	Stipa spp. (incl. capensis, gigantea)	Stipa	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Stipa sp.	Stipa sp.	Stipa spp. (incl. capensis, gigantea)	Stipa	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Stipa sp. awn	Stipa sp.	Stipa spp. (incl. capensis, gigantea)	Stipa	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Stipagrostis obtusa	Stipagrostis obtusa	Stipagrostis spp. (incl. obtusa, plumosa)	Stipagrostis	Poaceae	Grasses	NA	Edible seed/fruit	Small-seeded	NA	NA
Stipagrostis plumosa	Stipagrostis plumosa	Stipagrostis spp. (incl. obtusa, plumosa)	Stipagrostis	Poaceae	Grasses	NA	Edible seed/fruit	Small-seeded	NA	NA
Suaeda fruticosa	Suaeda fruticosa	Suaeda spp. (incl. fruticosa, maritima, palaestina)	Suaeda	Amaranthaceae	Wild plants	NA	leaves, stems	NA	NA	NA
Suaeda maritima L.	Suaeda maritima	Suaeda spp. (incl. fruticosa, maritima, palaestina)	Suaeda	Amaranthaceae	Wild plants	NA	leaves, stems	NA	NA	NA
Suaeda palaestina	Suaeda palaestina	Suaeda spp. (incl. fruticosa, maritima, palaestina)	Suaeda	Amaranthaceae	Wild plants	NA	leaves, stems	NA	NA	NA
cf. Suaeda sp.	Suaeda sp.	Suaeda spp. (incl. fruticosa, maritima, palaestina)	Suaeda	Amaranthaceae	Wild plants	NA	leaves, stems	NA	NA	NA
cf. Suaeda sp. uncarbonized	Suaeda sp.	Suaeda spp. (incl. fruticosa, maritima, palaestina)	Suaeda	Amaranthaceae	Wild plants	NA	leaves, stems	NA	NA	NA
Suaeda	Suaeda sp.	Suaeda spp. (incl. fruticosa, maritima, palaestina)	Suaeda	Amaranthaceae	Wild plants	NA	NA	NA	NA	NA
Suaeda sp.	Suaeda sp.	Suaeda spp. (incl. fruticosa, maritima, palaestina)	Suaeda	Amaranthaceae	Wild plants	NA	leaves, stems	NA	NA	NA
Taeniatherum caput-medusae	Taeniatherum caput-medusae	Taeniatherum spp. (incl. caput-medusae)	Taeniatherum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Taeniatherum caput-medusae (L.) Nevski	Taeniatherum caput-medusae	Taeniatherum spp. (incl. caput-medusae)	Taeniatherum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
cf. Taeniatherum rachis	Taeniatherum rachis	Taeniatherum spp. (incl. caput-medusae)	Taeniatherum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
cf. Taeniatherum sp.	Taeniatherum sp.	Taeniatherum spp. (incl. caput-medusae)	Taeniatherum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Taeniatherum	Taeniatherum sp.	Taeniatherum spp. (incl. caput-medusae)	Taeniatherum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Taeniatherum caput-medusae/crinitum	Taeniatherum sp.	Taeniatherum spp. (incl. caput-medusae)	Taeniatherum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Tamarix aphylla	Tamarix aphylla	Tamarix spp. (incl. aphylla, nilotica)	Tamarix	Tamaricaceae	Fruits/nuts	NA		NA	NA	NA
Tamarix aphylla wood	Tamarix aphylla	Tamarix spp. (incl. aphylla, nilotica)	Tamarix	Tamaricaceae	NA	NA		NA	NA	TRUE
Tamarix nilotica	Tamarix nilotica	Tamarix spp. (incl. aphylla, nilotica)	Tamarix	Tamaricaceae	Fruits/nuts	NA		NA	NA	NA
Tamarix nilotica wood	Tamarix nilotica	Tamarix spp. (incl. aphylla, nilotica)	Tamarix	Tamaricaceae	NA	NA		NA	NA	TRUE
Tamarix sp. wood	Tamarix sp.	Tamarix spp. (incl. aphylla, nilotica)	Tamarix	Tamaricaceae	NA	NA		NA	NA	TRUE
Teucrium polium L.	Teucrium polium	Teucrium spp. (incl. polium)	Teucrium	Lamiaceae	Wild plants	NA		NA	NA	NA
Teucrium	Teucrium sp.	Teucrium spp. (incl. polium)	Teucrium	Lamiaceae	Wild plants	NA		NA	NA	NA
Teucrium sp.	Teucrium sp.	Teucrium spp. (incl. polium)	Teucrium	Lamiaceae	Wild plants	NA		NA	NA	NA
Thalictrum lucidum L.	Thalictrum lucidum	Thalictrum spp. (incl. lucidum)	Thalictrum	Ranunculaceae	Wild plants	NA		NA	NA	NA
Thalictrum sp.	Thalictrum sp.	Thalictrum spp. (incl. lucidum)	Thalictrum	Ranunculaceae	Wild plants	NA		NA	NA	NA
Thlaspi	Thlaspi sp.	Thlaspi sp.	Thlaspi	Brassicaceae	Wild plants	NA		NA	NA	NA
Thymelaea hirsuta	Thymelaea hirsuta	Thymelaea spp. (incl. hirsuta)	Thymelaea	Thymelaea	Wild plants	NA		NA	NA	NA
Thymelaea hirsuta (L.) Endl.	Thymelaea hirsuta	Thymelaea spp. (incl. hirsuta)	Thymelaea	Thymelaea	Wild plants	NA		NA	NA	NA
cf. Thymelaea sp.	Thymelaea sp.	Thymelaea spp. (incl. hirsuta)	Thymelaea	Thymelaea	Wild plants	NA		NA	NA	NA
Thymelaea	Thymelaea sp.	Thymelaea spp. (incl. hirsuta)	Thymelaea	Thymelaea	Wild plants	NA		NA	NA	NA
Thymelaea sp.	Thymelaea sp.	Thymelaea spp. (incl. hirsuta)	Thymelaea	Thymelaea	Wild plants	NA		NA	NA	NA
Thymelaea sp. uncarbonized	Thymelaea sp.	Thymelaea spp. (incl. hirsuta)	Thymelaea	Thymelaea	Wild plants	NA		NA	NA	NA
Torilis nodosa	Torilis nodosa	Torilis spp. (incl. nodosa)	Torilis	Apiaceae	Wild plants	NA		NA	NA	NA
Torilis type	Torilis sp.	Torilis spp. (incl. nodosa)	Torilis	Apiaceae	Wild plants	NA		NA	NA	NA
Torularia torulosa	Torularia torulosa	Torularia torulosa	Torularia	Brassicaceae	Wild plants	NA		NA	NA	NA
Tragopogon	Tragopogon sp.	Tragopogon sp.	Tragopogon	Asteraceae	Wild plants	NA		NA	NA	NA
Tragus	Tragus sp.	Tragus sp.	Tragus	Poaceae	Grasses	NA	Edible seed/fruit	Small-seeded	NA	NA
Tribulus terrestris	Tribulus terrestris	Tribulus terrestris	Tribulus	Zygophyllaceae	Wild plants	NA		NA	NA	NA
cf. Trifolium sp.	Trifolium sp.	Trifolium sp.	Trifolium	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Small-seeded	NA
Trifolium	Trifolium sp.	Trifolium sp.	Trifolium	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Small-seeded	NA
Trifolium sp.	Trifolium sp.	Trifolium sp.	Trifolium	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Small-seeded	NA
Trifolium type	Trifolium sp.	Trifolium sp.	Trifolium	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Small-seeded	NA
Trigonella arabica	Trigonella arabica	Trigonella spp. (incl. arabica, atroites, neoeana, sibthorpii)	Trigonella	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Small-seeded	NA
Trigonella astroites	Trigonella astroites	Trigonella spp. (incl. arabica, atroites, neoeana, sibthorpii)	Trigonella	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Small-seeded	NA
Trigonella astroites - type	Trigonella astroites	Trigonella spp. (incl. arabica, atroites, neoeana, sibthorpii)	Trigonella	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Small-seeded	NA
Trigonella noeana	Trigonella noeana	Trigonella spp. (incl. arabica, atroites, neoeana, sibthorpii)	Trigonella	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Small-seeded	NA
Trigonella sibthorpii	Trigonella sibthorpii	Trigonella spp. (incl. arabica, atroites, neoeana, sibthorpii)	Trigonella	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Small-seeded	NA
Trigonella	Trigonella sp.	Trigonella spp. (incl. arabica, atroites, neoeana, sibthorpii)	Trigonella	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Small-seeded	NA
Trigonella arabica/schlumbergeri	Trigonella sp.	Trigonella spp. (incl. arabica, atroites, neoeana, sibthorpii)	Trigonella	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Small-seeded	NA
Trigonella sp.	Trigonella sp.	Trigonella spp. (incl. arabica, atroites, neoeana, sibthorpii)	Trigonella	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Small-seeded	NA
Trigonella type	Trigonella sp.	Trigonella spp. (incl. arabica, atroites, neoeana, sibthorpii)	Trigonella	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Small-seeded	NA
Triticum boeoticum/diccocoides/monococcum/dicoccum	Triticum sp.	Triticum spp. (indeter. founder)	Triticum	Poaceae	Grasses	wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum/dicoccoides	Triticum sp.	Triticum spp. (indeter. founder)	Triticum	Poaceae	Grasses	wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum/monococcum spikelet forks	Triticum sp.	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum/monococcum/dicoccum	Triticum sp.	Triticum spp. (indeter. founder)	Triticum	Poaceae	Grasses	wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum/monococcum	Triticum sp.	Triticum spp. (indeter. founder)	Triticum	Poaceae	Grasses	wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum monococcum/boeoticum	Triticum sp.	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum monococcum/dicoccum glume bases	Triticum sp.	Triticum spp. (indeter. founder)	Triticum	Poaceae	Grasses	wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum monococcum/dicoccum grains	Triticum sp.	Triticum spp. (indeter. founder)	Triticum	Poaceae	Grasses	wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum monococcum/dicoccum spikelet forks	Triticum sp.	Triticum spp. (indeter. founder)	Triticum	Poaceae	Grasses	wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
cf. Triticum sp.	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum/Aegilops	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum/Secale	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum/Secale montanum/vavilovii	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum/aestivum	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum/durum	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum/spelta	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum/spelta grains	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum species indeterminate fr thr/gl wheat grains	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum species indeterminate fr thr/gl wheat rachis	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum species indeterminate glume wheat glume bases	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum species indeterminate glume wheat grains	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum species indeterminate glume wheat spikelet forks	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
